1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FEDERAL FACILITY,19. INDUSTRY SECTOR CODE,20. INDUSTRY SECTOR,21. PRIMARY SIC,22. SIC 2,23. SIC 3,24. SIC 4,25. SIC 5,26. SIC 6,27. PRIMARY NAICS,28. NAICS 2,29. NAICS 3,30. NAICS 4,31. NAICS 5,32. NAICS 6,33. DOC_CTRL_NUM,34. CHEMICAL,35. ELEMENTAL METAL INCLUDED,36. TRI CHEMICAL/COMPOUND ID,37. CAS#,38. SRS ID,39. CLEAN AIR ACT CHEMICAL,40. CLASSIFICATION,41. METAL,42. METAL CATEGORY,43. CARCINOGEN,44. PFAS,45. FORM TYPE,46. UNIT OF MEASURE,47. 5.1 - FUGITIVE AIR,48. 5.2 - STACK AIR,49. 5.3 - WATER,50. 5.4 - UNDERGROUND,51. 5.4.1 - UNDERGROUND CL I,52. 5.4.2 - UNDERGROUND C II-V,53. 5.5.1 - LANDFILLS,54. 5.5.1A - RCRA C LANDFILL,55. 5.5.1B - OTHER LANDFILLS,56. 5.5.2 - LAND TREATMENT,57. 5.5.3 - SURFACE IMPNDMNT,58. 5.5.3A - RCRA SURFACE IM,59. 5.5.3B - OTHER SURFACE I,60. 5.5.4 - OTHER DISPOSAL,61. ON-SITE RELEASE TOTAL,62. 6.1 - POTW - TRNS RLSE,63. 6.1 - POTW - TRNS TRT,64. POTW - TOTAL TRANSFERS,65. 6.2 - M10,66. 6.2 - M41,67. 6.2 - M62,68. 6.2 - M40 METAL,69. 6.2 - M61 METAL,70. 6.2 - M71,71. 6.2 - M81,72. 6.2 - M82,73. 6.2 - M72,74. 6.2 - M63,75. 6.2 - M66,76. 6.2 - M67,77. 6.2 - M64,78. 6.2 - M65,79. 6.2 - M73,80. 6.2 - M79,81. 6.2 - M90,82. 6.2 - M94,83. 6.2 - M99,84. OFF-SITE RELEASE TOTAL,85. 6.2 - M20,86. 6.2 - M24,87. 6.2 - M26,88. 6.2 - M28,89 6.2 - M93,90. OFF-SITE RECYCLED TOTAL,91. 6.2 - M56,92. 6.2 - M92,93. OFF-SITE ENERGY RECOVERY T,94. 6.2 - M40 NON-METAL,95. 6.2 - M50,96. 6.2 - M54,97. 6.2 - M61 NON-METAL,98. 6.2 - M69,99. 6.2 - M95,100. OFF-SITE TREATED TOTAL,101. 6.2 - UNCLASSIFIED,102. 6.2 - TOTAL TRANSFER,103. TOTAL RELEASES,104. 8.1 - RELEASES,105. 8.1A - ON-SITE CONTAINED,106. 8.1B - ON-SITE OTHER ,107. 8.1C - OFF-SITE CONTAIN,108. 8.1D - OFF-SITE OTHER R,109. 8.2 - ENERGY RECOVER ON,110. 8.3 - ENERGY RECOVER OF,111. 8.4 - RECYCLING ON SITE,112. 8.5 - RECYCLING OFF SIT,113. 8.6 - TREATMENT ON SITE,114. 8.7 - TREATMENT OFF SITE,115. PRODUCTION WSTE (8.1-8.7),116. 8.8 - ONE-TIME RELEASE,117. PROD_RATIO_OR_ ACTIVITY,118. 8.9 - PRODUCTION RATIO
"2020","90248NDPND14705","110000474629","INDEPENDENT INK INC","14705 S AVALON BLVD","GARDENA","LOS ANGELES","CA","90248","","","33.8989","-118.26529","NAD83","NA","","NA","NO","325","Chemicals","","","","","","","","","","","","","1320219173972","Certain glycol ethers","NO","N230","N230","649541","YES","TRI","NO","0","NO","NO","R","Pounds","2","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","3","3","0","0","3","0","0","0","3","0","0","0","0","6","","PRODUCTION",".98"
"2020","94520RMCPC3951L","110022811625","CEMEX CONCORD","3951 LAURA ALICE WAY","CONCORD","CONTRA COSTA","CA","94520","","","38.0055","-122.04754","NAD83","CEMEX INC","189840945","CEMEX INC","NO","327","Nonmetallic Mineral Product","","","","","","","","","","","","","1320219306091","Lead compounds","NO","N420","N420","650002","YES","PBT","YES","1","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","PRODUCTION",".92"
"2020","93309PTRLT5501D","110002145928","CLARIANT CORP - BAKERSFIELD SITE","5501 DISTRICT BLVD","BAKERSFIELD","KERN","CA","93313","","","35.313","-119.06269","NAD83","CLARIANT CORP","108706425","CLARIANT CORP","NO","325","Chemicals","","","","","","","","","","","","","1320218854267","Xylene (mixed isomers)","NO","0001330207","1330-20-7","84970","YES","TRI","NO","0","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","9067WSWTRS1319A","110018886384","KURITA AMERICA INC","13109 ARCTIC CIR","SANTA FE SPRINGS","LOS ANGELES","CA","90670","","","33.89334","-118.05276","NAD83","U.S. WATER SERVICES INC.","618268499","","NO","325","Chemicals","","","","","","","","","","","","","1320219349711","Sodium nitrite","NO","0007632000","7632-00-0","152058","NO","TRI","NO","2","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","93309PTRLT5501D","110002145928","CLARIANT CORP - BAKERSFIELD SITE","5501 DISTRICT BLVD","BAKERSFIELD","KERN","CA","93313","","","35.313","-119.06269","NAD83","CLARIANT CORP","108706425","CLARIANT CORP","NO","325","Chemicals","","","","","","","","","","","","","1320218854230","Methanol","NO","0000067561","67-56-1","4283","YES","TRI","NO","0","NO","NO","R","Pounds","13","497","0","0","0","0","0","0","0","0","0","0","0","0","510","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1242","0","0","0","0","1242","124","0","124","0","10","0","112","0","0","122","0","1488","510","0","0","510","0","0","0","124","0","1242","0","122","1998","","PRODUCTION",".78"
"2020","9511WCNTRL457QU","110013820008","CENTRAL CONCRETE SUPPLY CO. INC. - QUEENS LANE","457 QUEENS LANE","SAN JOSE","SANTA CLARA","CA","95112","","","37.36977","-121.9039","NAD83","US CONCRETE INC","059313952","US CONCRETE INC","NO","327","Nonmetallic Mineral Product","","","","","","","","","","","","","1320218716823","Lead","NO","0007439921","7439-92-1","149583","YES","PBT","YES","1","YES","NO","R","Pounds","7.7243",".0839","0","0","0","0","0","0","0","0","0","0","0","0","7.8082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.8082","0","0","7.8082","0","0","0","0","0","0","0","0","7.8082","","PRODUCTION",".95"
"2020","95695WDLND353CU","110010457870","WOODLAND PLANT","35030 COUNTY RD 20","WOODLAND","YOLO","CA","95695","","","38.69241","-121.848462","NAD83","A TEICHERT & SON INC.","006911135","A TEICHERT & SON INC","NO","999","Other","","","","","","","","","","","","","1320218906307","Polycyclic aromatic compounds","NO","N590","N590","649749","YES","PBT","NO","0","YES","NO","R","Pounds",".06","0","0","0","0","0","0","0","0","0","0","0","0","0",".06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".06","0","0",".06","0","0","0","0","0","0","0","0",".06","","",""
"2020","90245HGHSR2000E","110018947826","RAYTHEON SPACE & AIRBORNE SYSTEMS","2000 E. EL SEGUNDO BLVD","EL SEGUNDO","LOS ANGELES","CA","90245","","","33.91624","-118.39087","NAD83","RAYTHEON CO","001339159","RAYTHEON TECHNOLOGIES CORP","NO","334","Computers and Electronic Products","","","","","","","","","","","","","1320219294903","Lead","NO","0007439921","7439-92-1","149583","YES","PBT","YES","1","YES","NO","R","Pounds",".00005",".04","0","0","0","0","0","0","0","0","0","0","0","0",".04005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60.8","0","0","0","60.8","0","0","0","0","0","0","0","0","0","0","0","60.8",".04005","0","0",".04005","0","0","0","0","0","60.8","0","0","60.84005","","ACTIVITY","1"
"2020","90032LPHTH5555V","110017207592","GRIFOLS BIOLOGICALS","5555 E VALLEY BLVD","LOS ANGELES","LOS ANGELES","CA","90032","","","34.0743","-118.16258","NAD83","NA","","NA","NO","325","Chemicals","","","","","","","","","","","","","1320218705604","Methanol","NO","0000067561","67-56-1","4283","YES","TRI","NO","0","NO","NO","R","Pounds","393","222.8","0","0","0","0","0","0","0","0","0","0","0","0","615.8","882","10146","11028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","882","68672","0","0","0","0","68672","0","0","0","0","0","0","0","0","0","10146","0","79700","1497.8","0","0","615.8","0","882","0","0","130316","68672","0","10146","210631.8","","PRODUCTION",".99"
"2020","9271WRVNPL1681C","110070089303","IRVINE PLANT 21","16081 CONSTRUCTION CIRCLE WEST","IRVINE","ORANGE","CA","92714","","","33.69721","-117.82032","NAD83","MCC DEVELOPMENT CORP","838030492","MCC DEVELOPMENT CORP","NO","327","Nonmetallic Mineral Product","","","","","","","","","","","","","1320218656306","Lead compounds","NO","N420","N420","650002","YES","PBT","YES","1","NO","NO","R","Pounds","4.4",".002133","0","0","0","0","0","0","0","0","0","0","0","3.986","8.388133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.388133","0","0","8.388133","0","0","0","0","43.007","0","0","0","51.395133","","PRODUCTION",".82"
"2020","90221GRMRN188SU","110031000280","GROW MORE INC","18800 SUSANA RD","EAST RANCHO DOMINGUEZ","LOS ANGELES","CA","90221","","","33.85829","-118.20445","NAD83","GROW MORE INC","NA","GROW MORE INC","NO","325","Chemicals","","","","","","","","","","","","","1320218627836","Manganese compounds","NO","N450","N450","650010","YES","TRI","YES","1","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","9258WSNCTY275WA","110041627424","SUN CITY PLANT 8","27050 WATSON ROAD","SUN CITY","RIVERSIDE","CA","92585","","","33.750317","-117.187802","NAD83","MCC DEVELOPMENT CORP","838030492","MCC DEVELOPMENT CORP","NO","327","Nonmetallic Mineral Product","","","","","","","","","","","","","1320218655064","Lead compounds","NO","N420","N420","650002","YES","PBT","YES","1","NO","NO","R","Pounds","6.59",".003194","0","0","0","0","0","0","0","0","0","0","0","5.969","12.562194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.562194","0","0","12.562194","0","0","0","0","64.397","0","0","0","76.959194","","PRODUCTION",".92"
"2020","90221GRMRN188SU","110031000280","GROW MORE INC","18800 SUSANA RD","EAST RANCHO DOMINGUEZ","LOS ANGELES","CA","90221","","","33.85829","-118.20445","NAD83","GROW MORE INC","NA","GROW MORE INC","NO","325","Chemicals","","","","","","","","","","","","","1320218627848","Zinc compounds","NO","N982","N982","649699","NO","TRI","YES","1","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","90058MBLLV2619E","110027376220","EXXONMOBIL OIL CORP VERNON TERMINAL","2709 E 37TH ST","VERNON","LOS ANGELES","CA","90058","","","34.00894","-118.22188","NAD83","EXXON MOBIL CORP","001213214","EXXON MOBIL CORP","NO","4247","Petroleum Bulk Terminals","","","","","","","","","","","","","1320218824922","Naphthalene","NO","0000091203","91-20-3","13326","YES","TRI","NO","0","YES","NO","R","Pounds","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","2","0","0","0","0","3","2","1","0","8","","PRODUCTION",".59"
"2020","90058MBLLV2619E","110027376220","EXXONMOBIL OIL CORP VERNON TERMINAL","2709 E 37TH ST","VERNON","LOS ANGELES","CA","90058","","","34.00894","-118.22188","NAD83","EXXON MOBIL CORP","001213214","EXXON MOBIL CORP","NO","4247","Petroleum Bulk Terminals","","","","","","","","","","","","","1320218824910","Ethylbenzene","NO","0000100414","100-41-4","19406","YES","TRI","NO","0","YES","NO","R","Pounds","4","6","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3","10","0","0","10","0","0","0","0","400","3","170","0","583","","PRODUCTION",".59"
"2020","92020CHMTR1150W","110000478536","GKN AEROSPACE CHEM-TRONICS INC","1150 W BRADLEY AVE","EL CAJON","SAN DIEGO","CA","92020","","","32.816944","-116.977222","NAD83","GKN NA INC","071754337","","NO","336","Transportation Equipment","","","","","","","","","","","","","1320219255534","Hydrogen fluoride","NO","0007664393","7664-39-3","152371","YES","TRI","NO","0","NO","NO","R","Pounds","191","3630","0","0","0","0","0","0","0","0","0","0","0","0","3821","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3821","0","0","3821","0","0","0","0","0","0","469016","0","472837","","PRODUCTION","1.3"
"2020","9372WBTTSC2843S","110070095091","BETTS CO","2843 S MAPLE AVE","FRESNO","FRESNO","CA","93725","","","36.706914","-119.745621","NAD83","NA","","","NO","332","Fabricated Metals","","","","","","","","","","","","","1320220593848","Manganese","NO","0007439965","7439-96-5","149625","YES","TRI","YES","1","NO","NO","R","Pounds","1.79",".25","0","0","0","0","0","0","0","0","0","0","0","0","2.04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.04","0","0","2.04","0","0","0","0","0","0","0","0","2.04","","PRODUCTION","1.03"
"2020","90058MBLLV2619E","110027376220","EXXONMOBIL OIL CORP VERNON TERMINAL","2709 E 37TH ST","VERNON","LOS ANGELES","CA","90058","","","34.00894","-118.22188","NAD83","EXXON MOBIL CORP","001213214","EXXON MOBIL CORP","NO","4247","Petroleum Bulk Terminals","","","","","","","","","","","","","1320218824908","Benzene","NO","0000071432","71-43-2","4754","YES","TRI","NO","0","YES","NO","R","Pounds","19","22","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3","41","0","0","41","0","0","0","0","4000","3","1700","0","5744","","PRODUCTION",".59"
"2020","90058MBLLV2619E","110027376220","EXXONMOBIL OIL CORP VERNON TERMINAL","2709 E 37TH ST","VERNON","LOS ANGELES","CA","90058","","","34.00894","-118.22188","NAD83","EXXON MOBIL CORP","001213214","EXXON MOBIL CORP","NO","4247","Petroleum Bulk Terminals","","","","","","","","","","","","","1320218824896","1,2,4-Trimethylbenzene","NO","0000095636","95-63-6","16261","NO","TRI","NO","0","NO","NO","R","Pounds","5","6","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","7","0","0","7","0","0","0","0","0","0","0","0","0","0","0","8","12","0","0","11","1","0","0","0","150","7","63","0","232","","PRODUCTION",".59"
"2020","92020CHMTR1150W","110000478536","GKN AEROSPACE CHEM-TRONICS INC","1150 W BRADLEY AVE","EL CAJON","SAN DIEGO","CA","92020","","","32.816944","-116.977222","NAD83","GKN NA INC","071754337","","NO","336","Transportation Equipment","","","","","","","","","","","","","1320219255472","Copper  And Copper Compounds","YES","N100","N100","649491","NO","TRI","YES","1","NO","NO","R","Pounds","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1969.7","0","0","0","0","0","0","0","0","0","0","0","0","0","212.1","0","0","0","2181.8","0","0","0","0","59.1","59.1","0","0","0","0","0","0","0","0","0","0","0","2240.9","2183.8","0","0","2","0","2181.8","0","0","0","59.1","0","0","2242.9","","PRODUCTION",".68"
"2020","93030PTDVN2340E","110002877110","PARKER HANNIFIN CORP","2340 EASTMAN AVE","OXNARD","VENTURA","CA","93030","","","34.19901","-119.14614","NAD83","PARKER HANNIFIN CORP","004175550","PARKER HANNIFIN CORP","NO","333","Machinery","","","","","","","","","","","","","1320219301304","N-Methyl-2-pyrrolidone","NO","0000872504","872-50-4","72744","NO","TRI","NO","0","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20251","0","20251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20251","20251","0","0","0","0","20251","0","0","0","0","20251","0","40502","","PRODUCTION",".75"
"2020","90058MBLLV2619E","110027376220","EXXONMOBIL OIL CORP VERNON TERMINAL","2709 E 37TH ST","VERNON","LOS ANGELES","CA","90058","","","34.00894","-118.22188","NAD83","EXXON MOBIL CORP","001213214","EXXON MOBIL CORP","NO","4247","Petroleum Bulk Terminals","","","","","","","","","","","","","1320218824959","Zinc compounds","NO","N982","N982","649699","NO","TRI","YES","1","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","0","0","0","0","0","11","0","19","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","30","11","0","0","0","11","0","0","0","0","19","0","0","30","","PRODUCTION",".59"
"2020","9260WHLLDY16191","110055500088","HOLLIDAY ROCK - IRVINE FACILITY","16191 CONSTRUCTION CIRCLE E.","IRVINE","ORANGE","CA","92606","","","33.6952","-117.82015","NAD83","HOLLIDAY ROCK CO INC","NA","HOLLIDAY ROCK CO INC","NO","327","Nonmetallic Mineral Product","","","","","","","","","","","","","1320219345586","Lead compounds","NO","N420","N420","650002","YES","PBT","YES","1","NO","NO","R","Pounds",".04",".026","0","0","0","0","0","0","0","0","0","0","0","0",".066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".066","0","0",".066","0","0","0","0","0","0","0","0",".066","","PRODUCTION","1"
"2020","9372WBTTSC2843S","110070095091","BETTS CO","2843 S MAPLE AVE","FRESNO","FRESNO","CA","93725","","","36.706914","-119.745621","NAD83","NA","","","NO","332","Fabricated Metals","","","","","","","","","","","","","1320220593836","Chromium","NO","0007440473","7440-47-3","150060","YES","TRI","YES","1","NO","NO","R","Pounds","3.02","24.77","0","0","0","0","0","0","0","0","0","0","0","0","27.79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2481.05","0","0","0","0","0","2481.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2481.05","2508.84","0","0","27.79","2481.05","0","0","0","0","0","0","0","2508.84","","PRODUCTION",".93"
"2020","90058MBLLV2619E","110027376220","EXXONMOBIL OIL CORP VERNON TERMINAL","2709 E 37TH ST","VERNON","LOS ANGELES","CA","90058","","","34.00894","-118.22188","NAD83","EXXON MOBIL CORP","001213214","EXXON MOBIL CORP","NO","4247","Petroleum Bulk Terminals","","","","","","","","","","","","","1320218824961","n-Hexane","NO","0000110543","110-54-3","26740","YES","TRI","NO","0","NO","NO","R","Pounds","67","77","0","0","0","0","0","0","0","0","0","0","0","0","144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","7","0","0","0","0","0","0","0","0","0","0","0","7","144","0","0","140","0","0","0","0","15000","7","6100","0","21247","","PRODUCTION",".59"
"2020","9372WBTTSC2843S","110070095091","BETTS CO","2843 S MAPLE AVE","FRESNO","FRESNO","CA","93725","","","36.706914","-119.745621","NAD83","NA","","","NO","332","Fabricated Metals","","","","","","","","","","","","","1320220593851","Nickel","NO","0007440020","7440-02-0","149674","YES","TRI","YES","1","YES","NO","R","Pounds",".06",".11","0","0","0","0","0","0","0","0","0","0","0","0",".17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.63","0","0","0","0","0","13.63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.63","13.8","0","0",".17","13.63","0","0","0","0","0","0","0","13.8","","PRODUCTION",".72"
"2020","92020CHMTR1150W","110000478536","GKN AEROSPACE CHEM-TRONICS INC","1150 W BRADLEY AVE","EL CAJON","SAN DIEGO","CA","92020","","","32.816944","-116.977222","NAD83","GKN NA INC","071754337","","NO","336","Transportation Equipment","","","","","","","","","","","","","1320219255561","Nitric acid","NO","0007697372","7697-37-2","152686","NO","TRI","NO","0","NO","NO","R","Pounds","109","983","0","0","0","0","0","0","0","0","0","0","0","0","1092","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1092","0","0","1092","0","0","0","0","0","0","586400","0","587492","","PRODUCTION",".96"
"2020","92020CHMTR1150W","110000478536","GKN AEROSPACE CHEM-TRONICS INC","1150 W BRADLEY AVE","EL CAJON","SAN DIEGO","CA","92020","","","32.816944","-116.977222","NAD83","GKN NA INC","071754337","","NO","336","Transportation Equipment","","","","","","","","","","","","","1320219255445","Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region)","YES","N090","N090","649475","YES","TRI","YES","1","NO","NO","R","Pounds","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1.853","0","1.853","0","1176.8","0","0","0","0","0","0","0","0","0","0","0","0","0","159","39.2","73","0","1449.853","0","0","0","0","41","41","0","0","0","0","0","0","0","0","0","0","0","1490.853","1450.853","0","0","1","1.40828","1448.44472","0","0","0","41","0","0","1491.853","","PRODUCTION","4.45"
"2020","90058MBLLV2619E","110027376220","EXXONMOBIL OIL CORP VERNON TERMINAL","2709 E 37TH ST","VERNON","LOS ANGELES","CA","90058","","","34.00894","-118.22188","NAD83","EXXON MOBIL CORP","001213214","EXXON MOBIL CORP","NO","4247","Petroleum Bulk Terminals","","","","","","","","","","","","","1320218824934","Toluene","NO","0000108883","108-88-3","25452","YES","TRI","NO","0","NO","NO","R","Pounds","29","36","0","0","0","0","0","0","0","0","0","0","0","0","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","13","0","0","0","0","0","0","0","0","0","0","0","13","65","0","0","65","0","0","0","0","4900","13","2000","0","6978","","PRODUCTION",".59"
"2020","9609WSHSTV1251S","110064647761","SHASTA VALLEY ASPHALT","451 GRANITE COURT","YREKA","SISKIYOU","CA","96097","","","41.735854","-122.595798","NAD83","JF SHEA CONSTRUCTION INC","796888527","JF SHEA CONSTRUCTION INC","NO","324","Petroleum","","","","","","","","","","","","","1320219382203","Polycyclic aromatic compounds","NO","N590","N590","649749","YES","PBT","NO","0","YES","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","PRODUCTION",".55"
"2020","92064LDLNC13450","110000781217","MITSUBISHI CHEMICAL CARBON FIBER & COMPOSITES I","13450 STOWE DR","POWAY","SAN DIEGO","CA","92064","","","32.94146","-117.03915","NAD83","MITSUBISHI CHEMICAL HOLDINGS CORP","078799029","","NO","335","Electrical Equipment","","","","","","","","","","","","","1320218854089","Tetrabromobisphenol A","NO","0000079947","79-94-7","8045","NO","PBT","NO","0","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","0","0","0","0","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","90","0","0","0","90","0","0","0","0","0","0","0","90","","PRODUCTION",".76"
"2020","92020CHMTR1150W","110000478536","GKN AEROSPACE CHEM-TRONICS INC","1150 W BRADLEY AVE","EL CAJON","SAN DIEGO","CA","92020","","","32.816944","-116.977222","NAD83","GKN NA INC","071754337","","NO","336","Transportation Equipment","","","","","","","","","","","","","1320219255522","Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)","NO","0007647010","7647-01-0","152231","YES","TRI","NO","0","NO","NO","R","Pounds","32","1563","0","0","0","0","0","0","0","0","0","0","0","0","1595","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1595","0","0","1595","0","0","0","0","0","0","0","0","1595","","ACTIVITY",".96"
"2020","92020CHMTR1150W","110000478536","GKN AEROSPACE CHEM-TRONICS INC","1150 W BRADLEY AVE","EL CAJON","SAN DIEGO","CA","92020","","","32.816944","-116.977222","NAD83","GKN NA INC","071754337","","NO","336","Transportation Equipment","","","","","","","","","","","","","1320219255546","Nickel  And Nickel Compounds","YES","N495","N495","650036","YES","TRI","YES","1","YES","NO","R","Pounds","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","11.259","0","11.259","0","2463.2","0","0","0","0","0","0","0","0","0","0","0","0","0","795.2","0","0","0","3269.659","0","0","0","0","190.5","190.5","0","0","0","0","0","0","0","0","0","0","0","3460.159","3271.659","0","0","2","4.27842","3265.38058","0","0","0","190.5","0","0","3462.159","","PRODUCTION","4.45"
"2020","92020CHMTR1150W","110000478536","GKN AEROSPACE CHEM-TRONICS INC","1150 W BRADLEY AVE","EL CAJON","SAN DIEGO","CA","92020","","","32.816944","-116.977222","NAD83","GKN NA INC","071754337","","NO","336","Transportation Equipment","","","","","","","","","","","","","1320219255559","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","NO","N511","N511","649616","NO","TRI","NO","0","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57712.1","519408.9","577121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57712.1","0","0","0","0","0","0","0","0","0","66","0","0","0","0","0","519474.9","0","577187","57712.1","0","0","0","0","57712.1","0","0","0","0","0","519474.9","577187","","PRODUCTION",".97"
