1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FEDERAL FACILITY,19. INDUSTRY SECTOR CODE,20. INDUSTRY SECTOR,21. PRIMARY SIC,22. SIC 2,23. SIC 3,24. SIC 4,25. SIC 5,26. SIC 6,27. PRIMARY NAICS,28. NAICS 2,29. NAICS 3,30. NAICS 4,31. NAICS 5,32. NAICS 6,33. DOC_CTRL_NUM,34. CHEMICAL,35. ELEMENTAL METAL INCLUDED,36. TRI CHEMICAL/COMPOUND ID,37. CAS#,38. SRS ID,39. CLEAN AIR ACT CHEMICAL,40. CLASSIFICATION,41. METAL,42. METAL CATEGORY,43. CARCINOGEN,44. PFAS,45. FORM TYPE,46. UNIT OF MEASURE,47. 5.1 - FUGITIVE AIR,48. 5.2 - STACK AIR,49. 5.3 - WATER,50. 5.4 - UNDERGROUND,51. 5.4.1 - UNDERGROUND CL I,52. 5.4.2 - UNDERGROUND C II-V,53. 5.5.1 - LANDFILLS,54. 5.5.1A - RCRA C LANDFILL,55. 5.5.1B - OTHER LANDFILLS,56. 5.5.2 - LAND TREATMENT,57. 5.5.3 - SURFACE IMPNDMNT,58. 5.5.3A - RCRA SURFACE IM,59. 5.5.3B - OTHER SURFACE I,60. 5.5.4 - OTHER DISPOSAL,61. ON-SITE RELEASE TOTAL,62. 6.1 - POTW - TRNS RLSE,63. 6.1 - POTW - TRNS TRT,64. POTW - TOTAL TRANSFERS,65. 6.2 - M10,66. 6.2 - M41,67. 6.2 - M62,68. 6.2 - M40 METAL,69. 6.2 - M61 METAL,70. 6.2 - M71,71. 6.2 - M81,72. 6.2 - M82,73. 6.2 - M72,74. 6.2 - M63,75. 6.2 - M66,76. 6.2 - M67,77. 6.2 - M64,78. 6.2 - M65,79. 6.2 - M73,80. 6.2 - M79,81. 6.2 - M90,82. 6.2 - M94,83. 6.2 - M99,84. OFF-SITE RELEASE TOTAL,85. 6.2 - M20,86. 6.2 - M24,87. 6.2 - M26,88. 6.2 - M28,89 6.2 - M93,90. OFF-SITE RECYCLED TOTAL,91. 6.2 - M56,92. 6.2 - M92,93. OFF-SITE ENERGY RECOVERY T,94. 6.2 - M40 NON-METAL,95. 6.2 - M50,96. 6.2 - M54,97. 6.2 - M61 NON-METAL,98. 6.2 - M69,99. 6.2 - M95,100. OFF-SITE TREATED TOTAL,101. 6.2 - UNCLASSIFIED,102. 6.2 - TOTAL TRANSFER,103. TOTAL RELEASES,104. 8.1 - RELEASES,105. 8.1A - ON-SITE CONTAINED,106. 8.1B - ON-SITE OTHER ,107. 8.1C - OFF-SITE CONTAIN,108. 8.1D - OFF-SITE OTHER R,109. 8.2 - ENERGY RECOVER ON,110. 8.3 - ENERGY RECOVER OF,111. 8.4 - RECYCLING ON SITE,112. 8.5 - RECYCLING OFF SIT,113. 8.6 - TREATMENT ON SITE,114. 8.7 - TREATMENT OFF SITE,115. PRODUCTION WSTE (8.1-8.7),116. 8.8 - ONE-TIME RELEASE,117. PROD_RATIO_OR_ ACTIVITY,118. 8.9 - PRODUCTION RATIO
"2020","92505STRMC11503","110015582733","STREMICKS HERITAGE FOODS","11503 PIERCE ST","RIVERSIDE","RIVERSIDE","CA","92505","","","33.91473","-117.49819","NAD83","DAIRY FARMERS OF AMERICA INC","029855640","DAIRY FARMERS OF AMERICA INC","NO","311","Food","","","","","","","","","","","","","1320218863114","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","NO","N511","N511","649616","NO","TRI","NO","0","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4938.4","44445.6","49384","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4938.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","44462.6","0","49401","4938.4","0","0","0","0","4938.4","0","0","0","0","0","44462.6","49401","","PRODUCTION",".91"
"2020","92505STRMC11503","110015582733","STREMICKS HERITAGE FOODS","11503 PIERCE ST","RIVERSIDE","RIVERSIDE","CA","92505","","","33.91473","-117.49819","NAD83","DAIRY FARMERS OF AMERICA INC","029855640","DAIRY FARMERS OF AMERICA INC","NO","311","Food","","","","","","","","","","","","","1320218863138","Peracetic acid","NO","0000079210","79-21-0","7682","NO","TRI","NO","0","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".7312","8.4088","9.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".7312","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.4088","0","9.14",".7312","0","0","0","0",".7312","0","0","0","0","13446","8.4088","13455.14","","PRODUCTION",".91"
"2020","94533SHLND2461C","110000482843","UNIVAR SOLUTIONS FAIRFIELD CA","2461 CROCKER CIR","FAIRFIELD","SOLANO","CA","94533","","","38.27483","-121.98363","NAD83","UNIVAR SOLUTIONS USA INC","028968691","UNIVAR SOLUTIONS USA INC","NO","4246","Chemical Wholesalers","","","","","","","","","","","","","1320219361615","Toluene","NO","0000108883","108-88-3","25452","YES","TRI","NO","0","NO","NO","R","Pounds","72.5026","8.4848","0","0","0","0","0","0","0","0","0","0","0","0","80.9874","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160.8","0","4970.2","5131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5131","5211.9874","0","0","80.9874","0","5131","0","0","0","0","327.64","0","5539.6274","","PRODUCTION","1.4"
"2020","94533SHLND2461C","110000482843","UNIVAR SOLUTIONS FAIRFIELD CA","2461 CROCKER CIR","FAIRFIELD","SOLANO","CA","94533","","","38.27483","-121.98363","NAD83","UNIVAR SOLUTIONS USA INC","028968691","UNIVAR SOLUTIONS USA INC","NO","4246","Chemical Wholesalers","","","","","","","","","","","","","1320219361639","Xylene (mixed isomers)","NO","0001330207","1330-20-7","84970","YES","TRI","NO","0","NO","NO","R","Pounds","283.2727","3.7645","0","0","0","0","0","0","0","0","0","0","0","0","287.0372","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.235","0","0","1.235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.235","288.2722","0","0","287.0372","0","1.235","0","0","0","0","201.0658","0","489.338","","PRODUCTION","1.4"
"2020","94533SHLND2461C","110000482843","UNIVAR SOLUTIONS FAIRFIELD CA","2461 CROCKER CIR","FAIRFIELD","SOLANO","CA","94533","","","38.27483","-121.98363","NAD83","UNIVAR SOLUTIONS USA INC","028968691","UNIVAR SOLUTIONS USA INC","NO","4246","Chemical Wholesalers","","","","","","","","","","","","","1320219361627","n-Butyl alcohol","NO","0000071363","71-36-3","4739","NO","TRI","NO","0","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","9456WCMXPL1544S","110001174862","CEMEX PLEASANTON READY-MIX","1544 STANLEY BOULEVARD UNIT B","PLEASANTON","ALAMEDA","CA","94566","","","37.67335","-121.83019","NAD83","CEMEX INC","189840945","CEMEX INC","NO","327","Nonmetallic Mineral Product","","","","","","","","","","","","","1320219306279","Lead compounds","NO","N420","N420","650002","YES","PBT","YES","1","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","PRODUCTION",".89"
"2020","94533SHLND2461C","110000482843","UNIVAR SOLUTIONS FAIRFIELD CA","2461 CROCKER CIR","FAIRFIELD","SOLANO","CA","94533","","","38.27483","-121.98363","NAD83","UNIVAR SOLUTIONS USA INC","028968691","UNIVAR SOLUTIONS USA INC","NO","4246","Chemical Wholesalers","","","","","","","","","","","","","1320219361603","n-Hexane","NO","0000110543","110-54-3","26740","YES","TRI","NO","0","NO","NO","R","Pounds","133.4","38.17","0","0","0","0","0","0","0","0","0","0","0","0","171.57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160.76","0","2795.7601","2956.5201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2956.5201","3128.0901","0","0","171.57","0","2956.5201","0","0","0","0","2022.8896","0","5150.9797","","PRODUCTION","1.4"
"2020","9455WJBLLN122LI","110070144985","JABIL INC","122 LINDBERGH AVENUE","LIVERMORE","ALAMEDA","CA","94551","","","37.69705","-121.80788","NAD83","NA","","","NO","332","Fabricated Metals","","","","","","","","","","","","","1320219439837","Silver","NO","0007440224","7440-22-4","149849","NO","TRI","YES","1","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","9455WJBLLN122LI","110070144985","JABIL INC","122 LINDBERGH AVENUE","LIVERMORE","ALAMEDA","CA","94551","","","37.69705","-121.80788","NAD83","NA","","","NO","332","Fabricated Metals","","","","","","","","","","","","","1320219439825","Chromium","NO","0007440473","7440-47-3","150060","YES","TRI","YES","1","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","90201CSTMB6511S","110000474193","CUSTOM BUILDING PRODUCTS INC.","6511 SALT LAKE AVE","BELL","LOS ANGELES","CA","90201","","","33.979149","-118.204332","NAD83","CUSTOM BUILDING PRODUCTS INC","041688284","CUSTOM BUILDING PRODUCTS INC","NO","327","Nonmetallic Mineral Product","","","","","","","","","","","","","1320218841536","Ethylene glycol","NO","0000107211","107-21-1","24257","YES","TRI","NO","0","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","9455WJBLLN122LI","110070144985","JABIL INC","122 LINDBERGH AVENUE","LIVERMORE","ALAMEDA","CA","94551","","","37.69705","-121.80788","NAD83","NA","","","NO","332","Fabricated Metals","","","","","","","","","","","","","1320219439864","Nickel","NO","0007440020","7440-02-0","149674","YES","TRI","YES","1","YES","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","90248CSTRT515EA","110000474530","CAST-RITE CORP","515 E AIRLINE WAY","GARDENA","LOS ANGELES","CA","90248","","","33.88749","-118.26744","NAD83","NA","","NA","NO","331","Primary Metals","","","","","","","","","","","","","1320218606717","Copper","NO","0007440508","7440-50-8","150086","NO","TRI","YES","1","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5000","0","0","0","5000","0","0","0","0","0","0","0","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","5000","0","0","5000","","PRODUCTION","1"
"2020","9455WJBLLN122LI","110070144985","JABIL INC","122 LINDBERGH AVENUE","LIVERMORE","ALAMEDA","CA","94551","","","37.69705","-121.80788","NAD83","NA","","","NO","332","Fabricated Metals","","","","","","","","","","","","","1320219439852","Manganese","NO","0007439965","7439-96-5","149625","YES","TRI","YES","1","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","9455WJBLLN122LI","110070144985","JABIL INC","122 LINDBERGH AVENUE","LIVERMORE","ALAMEDA","CA","94551","","","37.69705","-121.80788","NAD83","NA","","","NO","332","Fabricated Metals","","","","","","","","","","","","","1320219439849","Copper","NO","0007440508","7440-50-8","150086","NO","TRI","YES","1","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","90201CSTMB6511S","110000474193","CUSTOM BUILDING PRODUCTS INC.","6511 SALT LAKE AVE","BELL","LOS ANGELES","CA","90201","","","33.979149","-118.204332","NAD83","CUSTOM BUILDING PRODUCTS INC","041688284","CUSTOM BUILDING PRODUCTS INC","NO","327","Nonmetallic Mineral Product","","","","","","","","","","","","","1320218841548","Lithium carbonate","NO","0000554132","554-13-2","53553","NO","TRI","NO","2","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","90201CSTMB6511S","110000474193","CUSTOM BUILDING PRODUCTS INC.","6511 SALT LAKE AVE","BELL","LOS ANGELES","CA","90201","","","33.979149","-118.204332","NAD83","CUSTOM BUILDING PRODUCTS INC","041688284","CUSTOM BUILDING PRODUCTS INC","NO","327","Nonmetallic Mineral Product","","","","","","","","","","","","","1320218841524","Certain glycol ethers","NO","N230","N230","649541","YES","TRI","NO","0","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","91767SLPKN47EBN","110030909257","SILPAK INC","470 E.  BONITA  AVE.","POMONA","LOS ANGELES","CA","91767","","","34.0962","-117.742756","NAD83","NA","","NA","NO","325","Chemicals","","","","","","","","","","","","","1320218650784","Diisocyanates","NO","N120","N120","649715","YES","TRI","NO","0","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","250","250","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","250","250","0","0","0","0","180","0","0","0","0","0","0","180","","ACTIVITY","1.4"
"2020","91761LGGTT1050S","110013286201","L&P FINANCIAL SERVICES CO.","1050 S DUPONT AVE","ONTARIO","SAN BERNARDINO","CA","91761","","","34.05317","-117.56198","NAD83","LEGGETT & PLATT INC","007140064","LEGGETT & PLATT INC","NO","326","Plastics and Rubber","","","","","","","","","","","","","1320218663161","Diisocyanates","NO","N120","N120","649715","YES","TRI","NO","0","NO","NO","R","Pounds","12.26","0","0","0","0","0","0","0","0","0","0","0","0","0","12.26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.26","0","0","12.26","0","0","0","0","0","0","0","0","12.26","","PRODUCTION","1.04"
"2020","93212CPCFR199AN","110039018844","PFFJ LLC--CALIFORNIA DIV FEED MILL","10990 ANGIOLA AVE","CORCORAN","TULARE","CA","93212","","","35.991081","-119.478797","NAD83","MURPHY BROWN LLC","039055368","MURPHY BROWN LLC","NO","311","Food","","","","","","","","","","","","","1320219389893","Zinc compounds","NO","N982","N982","649699","NO","TRI","YES","1","NO","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020","9363WBLTMR15341","110005993924","BALTIMORE AIRCOIL CO","15341 RD 28 1/2","MADERA","MADERA","CA","93638","","","37.06832","-120.02947","NAD83","BALTIMORE AIRCOIL CO","049935307","AMSTED INDUSTRIES INC","NO","333","Machinery","","","","","","","","","","","","","1320218732422","Nickel  And Nickel Compounds","YES","N495","N495","650036","YES","TRI","YES","1","YES","NO","R","Pounds","0","2.2","0","0","0","0","0","0","0","0","0","0","0","0","2.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","408","0","0","0","0","0","408","0","152136","0","0","0","152136","0","0","0","0","0","0","0","0","0","0","0","152544","410.2","0","0","2.2","408","0","0","0","0","152136","0","0","152546.2","","PRODUCTION","1"
"2020","91320RCKWL2427W","110057128610","SKYWORKS SOLUTIONS INC.","2427 W HILLCREST DR","NEWBURY PARK","VENTURA","CA","91320","","","34.186689","-118.927624","NAD83","SKYWORKS SOLUTIONS INC","001030311","SKYWORKS SOLUTIONS INC","NO","334","Computers and Electronic Products","","","","","","","","","","","","","1320219347679","N-Methyl-2-pyrrolidone","NO","0000872504","872-50-4","72744","NO","TRI","NO","0","NO","NO","R","Pounds","0","1777","0","0","0","0","0","0","0","0","0","0","0","0","1777","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","306894","0","0","0","0","306894","0","0","0","0","0","0","0","0","0","0","0","306894","1777","0","0","1777","0","0","0","0","0","306894","41319","0","349990","","PRODUCTION","1"
"2020","9363WBLTMR15341","110005993924","BALTIMORE AIRCOIL CO","15341 RD 28 1/2","MADERA","MADERA","CA","93638","","","37.06832","-120.02947","NAD83","BALTIMORE AIRCOIL CO","049935307","AMSTED INDUSTRIES INC","NO","333","Machinery","","","","","","","","","","","","","1320218732410","Manganese  And Manganese Compounds","YES","N450","N450","650010","YES","TRI","YES","1","NO","NO","R","Pounds","0","9.8","0","0","0","0","0","0","0","0","0","0","0","0","9.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","155","0","0","0","0","0","155","0","56921","0","0","0","56921","0","0","0","0","0","0","0","0","0","0","0","57076","164.8","0","0","9.8","155","0","0","0","0","56921","0","0","57085.8","","PRODUCTION","1"
"2020","91320RCKWL2427W","110057128610","SKYWORKS SOLUTIONS INC.","2427 W HILLCREST DR","NEWBURY PARK","VENTURA","CA","91320","","","34.186689","-118.927624","NAD83","SKYWORKS SOLUTIONS INC","001030311","SKYWORKS SOLUTIONS INC","NO","334","Computers and Electronic Products","","","","","","","","","","","","","1320219347667","Ammonia","NO","0007664417","7664-41-7","152389","NO","TRI","NO","0","NO","NO","R","Pounds","342","34.2","0","0","0","0","0","0","0","0","0","0","0","0","376.2","0","1922","1922","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","242","0","0","0","0","242","0","0","0","0","0","0","0","0","0","1922","0","2164","376.2","0","0","376.2","0","0","0","0","0","242","0","1922","2540.2","","PRODUCTION","1"
"2020","9363WBLTMR15341","110005993924","BALTIMORE AIRCOIL CO","15341 RD 28 1/2","MADERA","MADERA","CA","93638","","","37.06832","-120.02947","NAD83","BALTIMORE AIRCOIL CO","049935307","AMSTED INDUSTRIES INC","NO","333","Machinery","","","","","","","","","","","","","1320218732396","Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region)","YES","N090","N090","649475","YES","TRI","YES","1","NO","NO","R","Pounds","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","314","0","0","0","0","0","314","0","103674","0","0","0","103674","0","0","0","0","0","0","0","0","0","0","0","103988","319","0","0","5","314","0","0","0","0","103674","0","0","103993","","PRODUCTION","1"
"2020","9363WBLTMR15341","110005993924","BALTIMORE AIRCOIL CO","15341 RD 28 1/2","MADERA","MADERA","CA","93638","","","37.06832","-120.02947","NAD83","BALTIMORE AIRCOIL CO","049935307","AMSTED INDUSTRIES INC","NO","333","Machinery","","","","","","","","","","","","","1320218732408","Copper  And Copper Compounds","YES","N100","N100","649491","NO","TRI","YES","1","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108","0","0","0","0","0","108","0","40174","0","0","0","40174","0","0","0","0","0","0","0","0","0","0","0","40282","108","0","0","0","108","0","0","0","0","40174","0","0","40282","","PRODUCTION","1"
"2020","94538NWNTD45500","110000482898","TESLA INC","45500 FREMONT BLVD","FREMONT","ALAMEDA","CA","94538","","","37.49629","-121.94826","NAD83","NA","","","NO","336","Transportation Equipment","","","","","","","","","","","","","1320219446527","N-Methyl-2-pyrrolidone","NO","0000872504","872-50-4","72744","NO","TRI","NO","0","NO","NO","R","Pounds","19917","0","0","0","0","0","0","0","0","0","0","0","0","0","19917","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6409","0","0","6409","292","0","292","0","0","0","0","0","0","0","0","6701","19917","0","0","19917","0","0","0","292","0","6409","0","0","26618","","PRODUCTION",".98"
"2020","94538NWNTD45500","110000482898","TESLA INC","45500 FREMONT BLVD","FREMONT","ALAMEDA","CA","94538","","","37.49629","-121.94826","NAD83","NA","","","NO","336","Transportation Equipment","","","","","","","","","","","","","1320219446642","Zinc compounds","NO","N982","N982","649699","NO","TRI","YES","1","NO","NO","R","Pounds","1","15","126","0","0","0","0","0","0","0","0","0","0","0","142","333","0","333","0","0","0","0","0","0","0","0","0","0","0","0","10003","0","0","0","0","0","0","10336","0","0","5274","0","0","5274","0","0","0","0","0","0","0","0","0","0","0","15610","10478","0","0","142","10222.78","113.22","0","0","0","5274","0","0","15752","","ACTIVITY",".98"
"2020","94538NWNTD45500","110000482898","TESLA INC","45500 FREMONT BLVD","FREMONT","ALAMEDA","CA","94538","","","37.49629","-121.94826","NAD83","NA","","","NO","336","Transportation Equipment","","","","","","","","","","","","","1320219446630","Polycyclic aromatic compounds","NO","N590","N590","649749","YES","PBT","NO","0","YES","NO","R","Pounds","94.4",".2","0","0","0","0","0","0","0","0","0","0","0","47.1","141.7",".1","0",".1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","266.6","266.7","0","0","74.7","0","0","74.7","6.3","0","6.3","0",".1","0","0","0","0",".1","0","347.8","408.4","0","0","141.7",".1","266.6","0","6.3","0","74.7","0",".1","489.5","","PRODUCTION",".98"
"2020","94538NWNTD45500","110000482898","TESLA INC","45500 FREMONT BLVD","FREMONT","ALAMEDA","CA","94538","","","37.49629","-121.94826","NAD83","NA","","","NO","336","Transportation Equipment","","","","","","","","","","","","","1320219446818","Cumene","NO","0000098828","98-82-8","18309","YES","TRI","NO","0","YES","NO","R","Pounds","3702","783","0","0","0","0","0","0","0","0","0","0","0","0","4485","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1221","0","0","0","0","1221","0","0","0","0","0","0","0","0","0","0","0","1221","4485","0","0","4485","0","0","0","0","0","1221","7791","0","13497","","PRODUCTION",".98"
"2020","94538NWNTD45500","110000482898","TESLA INC","45500 FREMONT BLVD","FREMONT","ALAMEDA","CA","94538","","","37.49629","-121.94826","NAD83","NA","","","NO","336","Transportation Equipment","","","","","","","","","","","","","1320219446628","1,2,4-Trimethylbenzene","NO","0000095636","95-63-6","16261","NO","TRI","NO","0","NO","NO","R","Pounds","35197","7492","0","0","0","0","0","0","0","0","0","0","0","0","42689","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25668","0","0","0","0","25668","125","0","125","0","0","0","0","0","0","0","0","25793","42689","0","0","42689","0","0","0","125","0","25668","73979","0","142461","","ACTIVITY",".98"
"2020","93308MBRCH521BY","110017214922","AMBER CHEMICAL INC.","5201 BOYLAN ST","BAKERSFIELD","KERN","CA","93308","","","35.40125","-119.05207","NAD83","NA","","NA","NO","4246","Chemical Wholesalers","","","","","","","","","","","","","1320219289891","Diethanolamine","NO","0000111422","111-42-2","27516","YES","TRI","NO","0","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","ACTIVITY","1"
"2020","94538NWNTD45500","110000482898","TESLA INC","45500 FREMONT BLVD","FREMONT","ALAMEDA","CA","94538","","","37.49629","-121.94826","NAD83","NA","","","NO","336","Transportation Equipment","","","","","","","","","","","","","1320219446539","Methyl methacrylate","NO","0000080626","80-62-6","8458","YES","TRI","NO","0","NO","NO","R","Pounds","1071","0","0","0","0","0","0","0","0","0","0","0","0","0","1071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19385","0","19385","0","0","0","0","0","0","0","0","19385","1071","0","0","1071","0","0","0","19385","0","0","0","0","20456","","ACTIVITY",".98"
"2020","93308MBRCH521BY","110017214922","AMBER CHEMICAL INC.","5201 BOYLAN ST","BAKERSFIELD","KERN","CA","93308","","","35.40125","-119.05207","NAD83","NA","","NA","NO","4246","Chemical Wholesalers","","","","","","","","","","","","","1320219289915","Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)","NO","0007647010","7647-01-0","152231","YES","TRI","NO","0","NO","NO","R","Pounds","3360","0","0","0","0","0","0","0","0","0","0","0","0","0","3360","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3360","0","0","3360","0","0","0","0","0","0","0","0","3360","","ACTIVITY","1"
"2020","94538NWNTD45500","110000482898","TESLA INC","45500 FREMONT BLVD","FREMONT","ALAMEDA","CA","94538","","","37.49629","-121.94826","NAD83","NA","","","NO","336","Transportation Equipment","","","","","","","","","","","","","1320219446844","Copper","NO","0007440508","7440-50-8","150086","NO","TRI","YES","1","NO","NO","R","Pounds","74","0","8","0","0","0","0","0","0","0","0","0","0","0","82","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","233","0","0","0","0","0","24","262","0","114551","6","0","2","114559","0","0","0","0","0","0","0","0","0","0","0","114821","344","0","0","82","236.6","25.4","0","0","0","114559","0","0","114903","","PRODUCTION",".98"
"2020","94538NWNTD45500","110000482898","TESLA INC","45500 FREMONT BLVD","FREMONT","ALAMEDA","CA","94538","","","37.49629","-121.94826","NAD83","NA","","","NO","336","Transportation Equipment","","","","","","","","","","","","","1320219446820","Diisocyanates","NO","N120","N120","649715","YES","TRI","NO","0","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32830","0","0","32830","292","0","292","0","0","0","0","0","0","0","0","33122","0","0","0","0","0","0","0","292","0","32830","0","0","33122","","ACTIVITY",".98"
